Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
CA-1674,2023-02-10,2023-02-19,CG-8314,Corporate,Central,California,Technology,Accessories,513.16,8,0.03,93.35
CA-1675,2023-09-12,2023-09-17,CG-6578,Home Office,South,Ohio,Furniture,Furnishings,268.67,6,0.05,92.81
CA-1676,2023-09-15,2023-09-21,CG-1737,Corporate,South,New York,Furniture,Bookcases,590.01,9,0.2,21.53
CA-1677,2023-08-24,2023-08-31,CG-7400,Consumer,East,Florida,Furniture,Bookcases,1289.26,8,0.24,14.84
CA-1678,2023-08-23,2023-08-27,CG-2777,Consumer,East,Michigan,Furniture,Chairs,704.96,9,0.03,116.56
CA-1679,2023-07-18,2023-07-23,CG-6127,Corporate,Central,Texas,Furniture,Bookcases,590.26,7,0.21,0.51
CA-1680,2023-10-22,2023-10-25,CG-2918,Consumer,East,Ohio,Office Supplies,Storage,194.33,8,0.11,33.32
CA-1681,2023-09-30,2023-10-01,CG-1404,Home Office,East,Florida,Office Supplies,Supplies,165.06,1,0.28,6.11
CA-1682,2023-07-05,2023-07-10,CG-1968,Consumer,East,Ohio,Technology,Phones,847.99,4,0.11,14.09
CA-1683,2023-08-21,2023-08-24,CG-1823,Home Office,Central,Texas,Furniture,Chairs,152.59,6,0.08,22.32
CA-1684,2023-12-26,2023-12-27,CG-4718,Corporate,Central,Illinois,Office Supplies,Supplies,131.26,4,0.2,19.96
CA-1685,2023-01-22,2023-01-30,CG-9281,Consumer,East,Illinois,Technology,Accessories,1132.77,7,0.23,1.44
CA-1686,2023-08-20,2023-08-29,CG-7284,Consumer,East,Illinois,Furniture,Bookcases,392.68,9,0.14,12.71
CA-1687,2023-04-03,2023-04-05,CG-8002,Home Office,South,Georgia,Technology,Phones,1694.37,5,0.1,472.98
CA-1688,2023-06-02,2023-06-09,CG-6976,Consumer,West,Georgia,Furniture,Furnishings,175.18,6,0.18,13.81
CA-1689,2023-04-09,2023-04-16,CG-1391,Home Office,East,Michigan,Technology,Machines,1536.74,5,0.25,-33.69
CA-1690,2023-02-21,2023-02-22,CG-5976,Corporate,West,Texas,Office Supplies,Art,426.03,8,0.13,95.82
CA-1691,2023-03-05,2023-03-07,CG-4515,Consumer,Central,New York,Office Supplies,Art,260.92,9,0.22,-16.16
CA-1692,2023-11-28,2023-12-05,CG-5613,Consumer,South,California,Technology,Machines,1794.66,9,0.22,212.89
CA-1693,2023-05-02,2023-05-06,CG-3803,Home Office,East,Ohio,Office Supplies,Storage,86.88,2,0.12,19.04
CA-1694,2023-03-27,2023-04-04,CG-1975,Consumer,Central,Illinois,Office Supplies,Labels,336.27,7,0.03,34.78
CA-1695,2023-02-15,2023-02-21,CG-2963,Home Office,Central,New York,Office Supplies,Labels,80.56,2,0.29,-3.66
CA-1696,2023-02-03,2023-02-05,CG-9101,Home Office,East,California,Office Supplies,Art,254.59,8,0.06,57.86
CA-1697,2023-07-31,2023-08-02,CG-4179,Consumer,Central,Michigan,Office Supplies,Storage,474.62,3,0.24,-60.2
CA-1698,2023-08-07,2023-08-08,CG-1356,Home Office,South,Michigan,Office Supplies,Labels,327.28,9,0.21,53.42
CA-1699,2023-05-25,2023-06-02,CG-5879,Corporate,Central,Illinois,Technology,Accessories,1068.49,3,0.12,287.84
CA-1700,2023-07-19,2023-07-21,CG-1292,Home Office,South,Michigan,Furniture,Chairs,945.31,7,0.12,39.76
CA-1701,2023-04-26,2023-05-04,CG-7154,Home Office,West,Georgia,Technology,Machines,1604.85,7,0.02,350.37
CA-1702,2023-11-25,2023-11-28,CG-6409,Home Office,Central,Florida,Furniture,Chairs,1296.32,5,0.02,413.73
CA-1703,2023-11-27,2023-11-29,CG-7948,Home Office,South,California,Technology,Machines,606.2,2,0.29,9.04
CA-1704,2023-03-22,2023-03-27,CG-1614,Home Office,South,Ohio,Furniture,Chairs,876.47,8,0.1,59.86
CA-1705,2023-11-22,2023-11-29,CG-4808,Corporate,South,Florida,Office Supplies,Art,404.43,5,0.1,62.6
CA-1706,2023-05-07,2023-05-08,CG-2075,Home Office,East,Texas,Office Supplies,Supplies,377.63,1,0.16,44.99
CA-1707,2023-07-14,2023-07-16,CG-1597,Consumer,East,Georgia,Technology,Phones,295.28,4,0.29,-33.81
CA-1708,2023-06-02,2023-06-04,CG-8846,Home Office,East,Illinois,Office Supplies,Supplies,67.18,6,0.12,7.4
CA-1709,2023-06-10,2023-06-18,CG-8233,Consumer,West,Ohio,Office Supplies,Supplies,39.4,8,0.17,7.64
CA-1710,2023-03-20,2023-03-26,CG-9002,Corporate,East,Ohio,Office Supplies,Storage,240.64,1,0.09,21.39
CA-1711,2023-08-27,2023-08-30,CG-9022,Home Office,West,Ohio,Technology,Copiers,1836.31,1,0.13,241.11
CA-1712,2023-12-06,2023-12-15,CG-1022,Consumer,East,Texas,Office Supplies,Labels,411.11,4,0.28,-36.37
CA-1713,2023-06-04,2023-06-13,CG-8001,Consumer,West,Ohio,Furniture,Tables,842.59,9,0.06,127.64
CA-1714,2023-02-20,2023-02-28,CG-4241,Corporate,West,Ohio,Office Supplies,Labels,275.01,4,0.09,9.78
CA-1715,2023-02-08,2023-02-15,CG-6406,Home Office,Central,Florida,Technology,Phones,1873.63,9,0.19,17.96
CA-1716,2023-11-07,2023-11-16,CG-9795,Corporate,Central,Texas,Office Supplies,Labels,399.13,6,0.27,-35.17
CA-1717,2023-05-18,2023-05-24,CG-6991,Home Office,West,Texas,Office Supplies,Labels,107.02,2,0.1,6.13
CA-1718,2023-03-25,2023-03-27,CG-4969,Home Office,East,Georgia,Office Supplies,Art,76.14,1,0.17,4.63
CA-1719,2023-08-01,2023-08-05,CG-6389,Consumer,South,Illinois,Technology,Copiers,1540.0,2,0.24,-83.26
CA-1720,2023-10-19,2023-10-24,CG-1421,Home Office,Central,Florida,Technology,Accessories,1745.74,8,0.16,358.57
CA-1721,2023-08-26,2023-08-27,CG-2308,Consumer,South,New York,Technology,Accessories,1130.61,1,0.0,233.99
CA-1722,2023-05-18,2023-05-21,CG-1109,Consumer,Central,Illinois,Office Supplies,Art,154.4,8,0.22,-1.53
CA-1723,2023-02-18,2023-02-19,CG-1145,Consumer,Central,Illinois,Technology,Copiers,609.18,4,0.15,50.04
CA-1724,2023-07-23,2023-07-30,CG-1486,Consumer,East,New York,Office Supplies,Labels,123.06,5,0.18,23.22
CA-1725,2023-07-30,2023-08-05,CG-7843,Consumer,West,California,Office Supplies,Art,175.31,1,0.26,-2.65
CA-1726,2023-03-23,2023-04-01,CG-4247,Corporate,Central,Michigan,Furniture,Furnishings,1092.32,2,0.27,-37.13
CA-1727,2023-02-02,2023-02-05,CG-2646,Consumer,Central,New York,Furniture,Bookcases,767.95,1,0.26,-26.49
CA-1728,2023-09-28,2023-10-01,CG-4034,Consumer,West,California,Office Supplies,Art,263.98,7,0.03,19.66
CA-1729,2023-04-15,2023-04-21,CG-5264,Home Office,East,Georgia,Furniture,Furnishings,188.46,1,0.05,19.09
CA-1730,2023-03-03,2023-03-07,CG-1818,Consumer,South,Michigan,Office Supplies,Supplies,65.29,4,0.19,-2.7
CA-1731,2023-04-14,2023-04-20,CG-8232,Corporate,West,Illinois,Technology,Machines,1258.66,7,0.11,173.78
CA-1732,2023-09-28,2023-10-02,CG-9974,Consumer,Central,Texas,Technology,Phones,1894.19,1,0.17,345.88
CA-1733,2023-08-29,2023-09-05,CG-2616,Consumer,South,California,Furniture,Tables,179.94,3,0.16,31.65
CA-1734,2023-01-10,2023-01-18,CG-8297,Consumer,West,New York,Office Supplies,Storage,58.88,1,0.2,8.38
CA-1735,2023-10-20,2023-10-21,CG-9005,Corporate,East,California,Technology,Phones,1656.97,2,0.29,160.99
CA-1736,2023-08-30,2023-09-01,CG-8694,Corporate,East,Michigan,Office Supplies,Supplies,341.29,5,0.09,91.77
CA-1737,2023-02-22,2023-03-02,CG-5945,Corporate,East,Illinois,Office Supplies,Labels,189.65,5,0.09,35.85
CA-1738,2023-11-09,2023-11-11,CG-7745,Corporate,East,Texas,Office Supplies,Storage,172.19,7,0.13,24.98
CA-1739,2023-04-21,2023-04-28,CG-5663,Consumer,South,Illinois,Technology,Phones,393.04,9,0.27,6.8
CA-1740,2023-10-05,2023-10-14,CG-9859,Home Office,South,Texas,Office Supplies,Storage,108.31,9,0.05,23.78
CA-1741,2023-03-18,2023-03-21,CG-4167,Consumer,West,Georgia,Furniture,Furnishings,576.31,8,0.09,91.06
CA-1742,2023-06-17,2023-06-22,CG-8842,Consumer,West,California,Office Supplies,Labels,272.47,6,0.03,87.39
CA-1743,2023-11-27,2023-12-06,CG-9444,Home Office,West,Texas,Technology,Machines,1085.13,6,0.03,109.74
CA-1744,2023-01-19,2023-01-27,CG-2885,Home Office,South,New York,Technology,Machines,615.76,1,0.24,-16.75
CA-1745,2023-06-14,2023-06-18,CG-6166,Home Office,West,Georgia,Office Supplies,Labels,379.98,4,0.27,4.31
CA-1746,2023-04-04,2023-04-09,CG-3873,Home Office,West,Illinois,Furniture,Furnishings,1008.82,6,0.2,57.76
CA-1747,2023-10-02,2023-10-10,CG-8737,Home Office,West,Illinois,Furniture,Tables,897.07,2,0.15,39.14
CA-1748,2023-07-20,2023-07-21,CG-4374,Corporate,West,Michigan,Technology,Copiers,722.66,8,0.04,92.25
CA-1749,2023-04-22,2023-04-24,CG-1560,Consumer,Central,New York,Technology,Phones,1674.92,5,0.09,208.84
CA-1750,2023-11-03,2023-11-09,CG-3877,Consumer,East,New York,Technology,Machines,736.67,7,0.25,-32.5
CA-1751,2023-07-18,2023-07-22,CG-2725,Corporate,East,Michigan,Office Supplies,Art,212.54,6,0.09,13.28
CA-1752,2023-02-21,2023-02-27,CG-4414,Consumer,South,Texas,Office Supplies,Supplies,363.35,9,0.25,37.16
CA-1753,2023-05-13,2023-05-20,CG-9529,Consumer,West,Michigan,Office Supplies,Supplies,428.76,1,0.07,22.74
CA-1754,2023-03-08,2023-03-09,CG-5366,Home Office,South,California,Technology,Phones,536.19,1,0.11,105.31
CA-1755,2023-04-21,2023-04-26,CG-3810,Home Office,Central,Ohio,Furniture,Bookcases,121.7,9,0.08,8.95
CA-1756,2023-01-09,2023-01-12,CG-4790,Consumer,East,Florida,Furniture,Tables,1443.43,9,0.21,15.02
CA-1757,2023-10-27,2023-10-31,CG-7507,Consumer,Central,Florida,Technology,Copiers,1655.83,4,0.18,166.07
CA-1758,2023-05-20,2023-05-22,CG-7449,Corporate,Central,Michigan,Furniture,Bookcases,1029.07,5,0.12,180.47
CA-1759,2023-07-09,2023-07-18,CG-9808,Home Office,Central,Michigan,Furniture,Tables,387.26,9,0.13,83.09
CA-1760,2023-05-27,2023-06-03,CG-5953,Consumer,East,Ohio,Office Supplies,Supplies,403.3,1,0.12,47.12
CA-1761,2023-06-21,2023-06-29,CG-1909,Home Office,South,Georgia,Technology,Copiers,1095.62,3,0.16,-57.52
CA-1762,2023-12-28,2023-12-29,CG-1780,Home Office,Central,California,Furniture,Tables,1133.61,7,0.08,164.04
CA-1763,2023-07-13,2023-07-16,CG-8195,Consumer,Central,New York,Technology,Machines,757.72,9,0.3,-40.75
CA-1764,2023-03-06,2023-03-07,CG-4653,Home Office,Central,Texas,Technology,Phones,1704.03,2,0.2,-23.24
CA-1765,2023-04-14,2023-04-19,CG-4567,Corporate,Central,Georgia,Office Supplies,Art,138.22,7,0.01,22.8
CA-1766,2023-09-10,2023-09-17,CG-2774,Corporate,West,Georgia,Technology,Machines,1439.12,5,0.16,312.71
CA-1767,2023-08-19,2023-08-26,CG-8741,Home Office,West,Illinois,Office Supplies,Supplies,296.12,1,0.02,48.06
CA-1768,2023-12-29,2023-12-31,CG-2800,Home Office,East,Texas,Office Supplies,Art,89.47,6,0.22,12.39
CA-1769,2023-10-14,2023-10-21,CG-1773,Consumer,West,Texas,Technology,Accessories,438.63,4,0.01,119.86
CA-1770,2023-12-31,2024-01-05,CG-7802,Consumer,Central,Florida,Technology,Phones,630.67,5,0.27,-54.21
CA-1771,2023-04-17,2023-04-23,CG-4380,Consumer,West,Florida,Office Supplies,Art,211.36,7,0.13,32.07
CA-1772,2023-07-03,2023-07-09,CG-8378,Corporate,Central,Texas,Furniture,Chairs,1244.99,3,0.11,263.21
CA-1773,2023-10-07,2023-10-15,CG-4182,Corporate,Central,Florida,Office Supplies,Storage,124.48,4,0.07,38.37
CA-1774,2023-09-15,2023-09-24,CG-8407,Consumer,West,Ohio,Office Supplies,Supplies,284.35,9,0.23,28.45
CA-1775,2023-12-25,2023-12-28,CG-6769,Home Office,Central,California,Furniture,Bookcases,751.71,6,0.28,-55.24
CA-1776,2023-04-12,2023-04-13,CG-8727,Consumer,South,Ohio,Furniture,Bookcases,714.06,3,0.11,159.56
CA-1777,2023-04-19,2023-04-27,CG-1760,Corporate,East,California,Technology,Accessories,393.35,1,0.28,36.33
CA-1778,2023-03-20,2023-03-26,CG-6448,Consumer,West,Texas,Furniture,Tables,580.44,1,0.13,-10.97
CA-1779,2023-07-06,2023-07-15,CG-6830,Home Office,East,Georgia,Office Supplies,Art,379.3,2,0.25,47.73
CA-1780,2023-12-22,2023-12-24,CG-5490,Home Office,West,Ohio,Office Supplies,Labels,245.25,1,0.24,27.54
CA-1781,2023-03-15,2023-03-16,CG-9759,Home Office,East,Michigan,Furniture,Chairs,1199.94,6,0.25,-26.95
CA-1782,2023-10-14,2023-10-20,CG-3985,Consumer,South,New York,Office Supplies,Supplies,247.58,5,0.04,24.54
CA-1783,2023-02-17,2023-02-19,CG-2832,Consumer,East,Illinois,Furniture,Chairs,1489.64,1,0.17,-81.96
CA-1784,2023-06-07,2023-06-16,CG-8616,Consumer,Central,Michigan,Furniture,Bookcases,876.76,5,0.29,-21.34
CA-1785,2023-10-08,2023-10-09,CG-5515,Corporate,East,New York,Furniture,Bookcases,782.45,2,0.19,-41.55
CA-1786,2023-03-02,2023-03-03,CG-1045,Consumer,Central,Florida,Office Supplies,Labels,359.81,2,0.24,-45.85
CA-1787,2023-06-19,2023-06-20,CG-5183,Home Office,South,Florida,Office Supplies,Supplies,494.78,6,0.18,-22.8
CA-1788,2023-03-29,2023-04-07,CG-4614,Corporate,Central,California,Office Supplies,Storage,207.31,3,0.06,22.02
CA-1789,2023-08-07,2023-08-16,CG-5568,Home Office,West,New York,Furniture,Chairs,593.23,7,0.28,-70.05
CA-1790,2023-06-08,2023-06-12,CG-2578,Corporate,East,Georgia,Technology,Phones,1122.64,3,0.14,117.6
CA-1791,2023-04-25,2023-04-30,CG-3709,Corporate,West,New York,Furniture,Tables,206.39,3,0.3,18.21
CA-1792,2023-02-27,2023-03-07,CG-7604,Consumer,Central,Florida,Technology,Phones,550.19,8,0.11,74.83
CA-1793,2023-07-08,2023-07-10,CG-4741,Corporate,Central,Michigan,Technology,Machines,1287.51,9,0.08,90.35
CA-1794,2023-05-21,2023-05-24,CG-3289,Home Office,West,New York,Furniture,Tables,344.7,2,0.25,7.42
CA-1795,2023-07-22,2023-07-23,CG-8641,Corporate,Central,New York,Furniture,Tables,693.33,5,0.02,90.32
CA-1796,2023-05-14,2023-05-15,CG-8226,Consumer,East,California,Technology,Copiers,1230.33,6,0.15,152.8
CA-1797,2023-06-13,2023-06-16,CG-3580,Corporate,Central,Georgia,Furniture,Chairs,225.33,4,0.13,9.52
CA-1798,2023-01-21,2023-01-25,CG-2074,Corporate,South,Florida,Technology,Phones,547.37,8,0.13,12.73
CA-1799,2023-06-30,2023-07-04,CG-1500,Home Office,West,Florida,Technology,Machines,1394.72,8,0.21,-64.24
CA-1800,2023-07-05,2023-07-06,CG-5483,Home Office,South,Illinois,Technology,Phones,209.8,4,0.04,53.2
CA-1801,2023-08-29,2023-08-31,CG-6241,Home Office,West,Ohio,Technology,Accessories,1203.36,7,0.05,360.54
CA-1802,2023-08-15,2023-08-21,CG-4757,Home Office,West,Illinois,Technology,Accessories,1293.97,1,0.29,-119.13
CA-1803,2023-10-05,2023-10-06,CG-7468,Consumer,South,Ohio,Furniture,Chairs,1315.87,7,0.25,78.36
CA-1804,2023-07-17,2023-07-26,CG-4483,Corporate,West,Illinois,Office Supplies,Supplies,16.26,3,0.03,1.43
CA-1805,2023-03-28,2023-03-29,CG-7806,Corporate,West,Michigan,Furniture,Furnishings,938.99,7,0.03,175.01
CA-1806,2023-10-13,2023-10-15,CG-4012,Consumer,South,California,Furniture,Chairs,397.99,8,0.12,51.92
CA-1807,2023-05-01,2023-05-06,CG-7343,Corporate,East,Texas,Office Supplies,Storage,213.35,6,0.27,0.71
CA-1808,2023-10-03,2023-10-08,CG-3888,Consumer,South,Michigan,Technology,Machines,1297.04,4,0.16,207.17
CA-1809,2023-05-11,2023-05-14,CG-1897,Corporate,West,Texas,Technology,Copiers,1511.51,3,0.22,-52.61
CA-1810,2023-07-18,2023-07-23,CG-6640,Home Office,West,Georgia,Office Supplies,Labels,233.52,5,0.24,-7.34
CA-1811,2023-10-08,2023-10-17,CG-9899,Consumer,East,New York,Office Supplies,Supplies,494.72,6,0.14,16.74
CA-1812,2023-12-16,2023-12-20,CG-1632,Home Office,South,New York,Office Supplies,Art,255.28,8,0.16,4.43
CA-1813,2023-06-22,2023-06-26,CG-4082,Corporate,Central,Texas,Office Supplies,Labels,319.12,7,0.22,10.82
CA-1814,2023-12-10,2023-12-18,CG-4663,Consumer,East,Florida,Office Supplies,Art,189.91,4,0.19,23.8
CA-1815,2023-07-11,2023-07-15,CG-7152,Home Office,Central,Illinois,Technology,Copiers,1334.81,1,0.2,22.38
CA-1816,2023-10-10,2023-10-11,CG-9634,Consumer,West,Michigan,Office Supplies,Storage,265.71,1,0.13,66.4
CA-1817,2023-03-21,2023-03-23,CG-5775,Consumer,East,California,Technology,Machines,576.93,3,0.07,144.85
CA-1818,2023-12-04,2023-12-06,CG-8205,Consumer,South,California,Technology,Machines,1713.14,7,0.06,395.85
CA-1819,2023-05-15,2023-05-20,CG-8743,Home Office,Central,California,Office Supplies,Art,130.19,4,0.19,-9.94
CA-1820,2023-12-13,2023-12-22,CG-6559,Consumer,Central,Michigan,Furniture,Furnishings,320.13,3,0.1,64.07
CA-1821,2023-07-29,2023-07-31,CG-6873,Consumer,South,New York,Furniture,Chairs,838.25,3,0.25,95.12
CA-1822,2023-08-25,2023-09-01,CG-4683,Home Office,East,Texas,Furniture,Chairs,565.77,2,0.11,32.33
CA-1823,2023-02-18,2023-02-27,CG-7403,Corporate,Central,Michigan,Office Supplies,Storage,446.33,8,0.23,44.75
CA-1824,2023-04-05,2023-04-14,CG-7034,Home Office,East,Georgia,Technology,Copiers,1715.29,5,0.15,98.02
CA-1825,2023-07-27,2023-08-01,CG-1153,Corporate,East,Michigan,Furniture,Bookcases,1170.83,8,0.16,113.51
CA-1826,2023-01-10,2023-01-11,CG-8399,Consumer,West,Illinois,Furniture,Bookcases,1401.31,3,0.16,175.88
CA-1827,2023-07-14,2023-07-21,CG-6266,Corporate,South,New York,Furniture,Furnishings,528.73,1,0.17,79.65
CA-1828,2023-09-16,2023-09-20,CG-9708,Home Office,South,California,Furniture,Bookcases,680.2,4,0.08,159.16
CA-1829,2023-03-19,2023-03-26,CG-4080,Corporate,Central,Florida,Technology,Copiers,812.39,6,0.23,26.49
CA-1830,2023-02-22,2023-03-01,CG-4916,Corporate,East,Texas,Technology,Phones,460.24,6,0.28,-22.52
CA-1831,2023-11-02,2023-11-05,CG-3768,Consumer,Central,Michigan,Office Supplies,Supplies,452.49,8,0.02,95.04
CA-1832,2023-07-02,2023-07-05,CG-6876,Home Office,Central,Michigan,Office Supplies,Supplies,480.2,9,0.24,-56.07
CA-1833,2023-03-31,2023-04-03,CG-2473,Corporate,Central,Michigan,Furniture,Furnishings,1130.33,8,0.3,-94.61
CA-1834,2023-10-08,2023-10-12,CG-2340,Consumer,East,Texas,Furniture,Furnishings,321.6,9,0.24,39.3
CA-1835,2023-06-23,2023-06-29,CG-3758,Consumer,West,Texas,Office Supplies,Art,106.26,8,0.17,22.07
CA-1836,2023-01-17,2023-01-19,CG-9751,Corporate,South,New York,Furniture,Chairs,1106.63,6,0.21,-41.99
CA-1837,2023-01-05,2023-01-08,CG-3731,Home Office,East,New York,Furniture,Bookcases,1149.44,2,0.19,-3.74
CA-1838,2023-11-12,2023-11-20,CG-9635,Home Office,East,Georgia,Technology,Machines,1863.59,5,0.17,168.19
CA-1839,2023-02-02,2023-02-06,CG-1480,Corporate,South,New York,Furniture,Bookcases,305.65,6,0.05,36.9
CA-1840,2023-05-24,2023-06-01,CG-9209,Consumer,West,Texas,Furniture,Bookcases,261.42,5,0.3,-32.14
CA-1841,2023-02-13,2023-02-16,CG-4424,Corporate,West,Georgia,Furniture,Bookcases,244.75,1,0.14,17.35
CA-1842,2023-08-23,2023-08-25,CG-5412,Consumer,East,Georgia,Technology,Machines,1202.12,3,0.26,151.72
CA-1843,2023-10-27,2023-11-05,CG-7884,Consumer,Central,Michigan,Office Supplies,Labels,111.04,6,0.16,15.56
CA-1844,2023-03-27,2023-03-28,CG-1716,Corporate,East,California,Office Supplies,Labels,225.36,3,0.04,59.62
CA-1845,2023-09-13,2023-09-16,CG-8634,Corporate,Central,Texas,Technology,Phones,224.55,9,0.08,61.96
CA-1846,2023-08-23,2023-08-28,CG-1427,Corporate,East,Michigan,Technology,Phones,1390.61,7,0.02,198.63
CA-1847,2023-07-04,2023-07-10,CG-4367,Corporate,East,Texas,Technology,Phones,215.21,8,0.23,19.76
CA-1848,2023-01-03,2023-01-04,CG-5261,Corporate,South,Ohio,Furniture,Tables,710.03,6,0.19,-57.32
CA-1849,2023-01-26,2023-01-27,CG-9047,Home Office,South,Illinois,Office Supplies,Labels,112.92,2,0.09,14.12
CA-1850,2023-08-29,2023-09-07,CG-7030,Home Office,South,New York,Furniture,Tables,776.22,7,0.21,27.42
CA-1851,2023-01-21,2023-01-25,CG-7747,Home Office,East,California,Technology,Accessories,684.42,1,0.3,-108.5
CA-1852,2023-10-30,2023-11-07,CG-7572,Corporate,South,New York,Technology,Phones,1423.51,1,0.07,328.45
CA-1853,2023-08-23,2023-08-27,CG-2690,Corporate,West,Georgia,Technology,Copiers,267.59,7,0.28,-27.81
CA-1854,2023-09-02,2023-09-10,CG-1444,Consumer,Central,Ohio,Furniture,Bookcases,935.41,8,0.01,207.97
CA-1855,2023-07-26,2023-08-03,CG-5253,Home Office,Central,Texas,Office Supplies,Storage,112.67,1,0.11,3.14
CA-1856,2023-06-21,2023-06-28,CG-1207,Home Office,West,Texas,Technology,Accessories,342.17,8,0.24,38.5
CA-1857,2023-04-05,2023-04-12,CG-6724,Corporate,South,Texas,Office Supplies,Labels,297.37,8,0.04,60.02
CA-1858,2023-10-27,2023-11-01,CG-6789,Home Office,West,Ohio,Office Supplies,Storage,215.96,5,0.29,-0.8
CA-1859,2023-09-16,2023-09-23,CG-7554,Consumer,West,California,Furniture,Chairs,125.72,6,0.06,12.97
CA-1860,2023-01-08,2023-01-12,CG-8637,Corporate,West,Georgia,Furniture,Bookcases,516.74,8,0.25,23.17
CA-1861,2023-05-29,2023-05-31,CG-5760,Corporate,West,Texas,Office Supplies,Labels,112.66,4,0.09,25.22
CA-1862,2023-06-07,2023-06-09,CG-8255,Corporate,South,Illinois,Furniture,Tables,242.73,7,0.11,52.88
CA-1863,2023-10-14,2023-10-16,CG-7686,Consumer,East,Florida,Furniture,Chairs,658.35,6,0.12,45.88
CA-1864,2023-05-18,2023-05-23,CG-9252,Corporate,East,Georgia,Technology,Copiers,1642.43,9,0.07,250.96
CA-1865,2023-05-05,2023-05-13,CG-1081,Home Office,East,New York,Office Supplies,Labels,130.36,9,0.24,-14.16
CA-1866,2023-12-10,2023-12-16,CG-6664,Corporate,South,Florida,Technology,Phones,1022.49,2,0.27,-138.73
CA-1867,2023-03-03,2023-03-08,CG-2055,Home Office,South,New York,Furniture,Furnishings,1095.38,6,0.04,125.43
CA-1868,2023-11-15,2023-11-16,CG-3810,Home Office,East,Michigan,Furniture,Chairs,558.88,7,0.19,-6.93
CA-1869,2023-01-21,2023-01-26,CG-6024,Consumer,East,New York,Technology,Phones,1676.5,4,0.17,99.71
CA-1870,2023-10-09,2023-10-11,CG-6745,Consumer,South,Georgia,Furniture,Tables,877.22,9,0.09,42.47
CA-1871,2023-10-19,2023-10-28,CG-8933,Home Office,West,Georgia,Technology,Machines,293.68,4,0.07,41.08
CA-1872,2023-08-09,2023-08-15,CG-1331,Corporate,South,Michigan,Furniture,Bookcases,216.25,1,0.07,57.94
CA-1873,2023-12-11,2023-12-19,CG-3575,Home Office,Central,Florida,Technology,Machines,557.38,4,0.22,60.44
CA-1874,2023-02-11,2023-02-12,CG-8441,Corporate,East,Florida,Technology,Machines,1515.99,3,0.05,314.47
CA-1875,2023-03-26,2023-04-02,CG-9584,Consumer,Central,California,Technology,Copiers,394.14,9,0.26,-35.52
CA-1876,2023-07-23,2023-07-25,CG-2434,Corporate,West,Ohio,Furniture,Furnishings,1054.04,5,0.09,201.9
CA-1877,2023-05-18,2023-05-21,CG-7065,Corporate,East,Ohio,Furniture,Chairs,131.08,8,0.23,-3.22
CA-1878,2023-05-12,2023-05-20,CG-5276,Home Office,Central,Michigan,Technology,Copiers,1099.19,2,0.12,115.64
CA-1879,2023-01-19,2023-01-21,CG-1442,Consumer,South,California,Furniture,Chairs,626.84,7,0.01,210.53
CA-1880,2023-11-17,2023-11-21,CG-1562,Corporate,East,Michigan,Technology,Accessories,1386.83,9,0.09,116.99
CA-1881,2023-12-07,2023-12-15,CG-5727,Consumer,South,Georgia,Furniture,Bookcases,196.59,5,0.1,58.03
CA-1882,2023-03-12,2023-03-13,CG-3800,Consumer,West,Texas,Office Supplies,Labels,437.96,1,0.21,-31.75
CA-1883,2023-07-19,2023-07-27,CG-1740,Consumer,West,Michigan,Technology,Copiers,544.32,3,0.28,-79.47
CA-1884,2023-12-12,2023-12-13,CG-9592,Consumer,South,California,Office Supplies,Labels,87.25,4,0.29,7.3
CA-1885,2023-10-31,2023-11-04,CG-1270,Corporate,Central,New York,Office Supplies,Labels,154.6,6,0.05,19.45
CA-1886,2023-08-15,2023-08-24,CG-1120,Corporate,South,New York,Technology,Machines,962.1,4,0.06,168.04
CA-1887,2023-09-10,2023-09-15,CG-6911,Home Office,East,Illinois,Office Supplies,Supplies,34.08,3,0.21,3.07
CA-1888,2023-11-18,2023-11-24,CG-8675,Home Office,West,New York,Furniture,Chairs,927.22,3,0.24,127.12
CA-1889,2023-08-10,2023-08-12,CG-2151,Corporate,Central,Florida,Furniture,Furnishings,1303.8,8,0.05,110.57
CA-1890,2023-02-25,2023-02-28,CG-5038,Home Office,East,Georgia,Furniture,Furnishings,1241.93,4,0.1,36.82
CA-1891,2023-01-29,2023-02-07,CG-4718,Corporate,South,Michigan,Technology,Phones,916.56,1,0.05,104.43
CA-1892,2023-05-24,2023-05-27,CG-5187,Home Office,East,Texas,Technology,Accessories,429.62,5,0.29,7.36
CA-1893,2023-03-29,2023-04-03,CG-9328,Consumer,West,Florida,Office Supplies,Labels,478.51,6,0.01,162.72
CA-1894,2023-07-09,2023-07-15,CG-7850,Home Office,West,Florida,Furniture,Furnishings,1169.96,3,0.1,145.32
CA-1895,2023-12-09,2023-12-11,CG-2515,Corporate,West,Texas,Office Supplies,Labels,203.91,7,0.11,1.87
CA-1896,2023-03-04,2023-03-08,CG-9084,Home Office,West,Ohio,Furniture,Tables,1096.35,5,0.25,-120.39
CA-1897,2023-12-22,2023-12-30,CG-5606,Home Office,South,Ohio,Office Supplies,Art,220.05,5,0.13,45.37
CA-1898,2023-09-17,2023-09-25,CG-7702,Home Office,West,Texas,Furniture,Chairs,906.1,7,0.0,326.39
